Заголовок;Код региона;Код города;Маска номера;Количество цифр;Регион
Бирск;347;84;x-xx-xx;5;Код Республики Башкортостан
Бичура;301;33;x-xx-xx;5;Код Республики Бурятия
Бирюч;472;47;x-xx-xx;5;Код Белгородской области
Благовещенка;385;64;x-xx-xx;5;Код Алтайского края
Благовещенск;;416;xxx-xx-xx;7;
Благодарный;865;49;x-xx-xx;5;Код Ставропольского края
Бобров;473;50;x-xx-xx;5;Код Воронежской области
Богданович;343;76;x-xx-xx;5;Код Свердловской области
Богатое;846;66;x-xx-xx;5;Код Самарской области
Боговарово;494;51;x-xx-xx;5;Код Костромской области
Богородицк;487;61;x-xx-xx;5;Код Тульской области
Богородск;831;70;x-xx-xx;5;Код Нижегородской области
Благовещенск;347;66;x-xx-xx;5;Код Республики Башкортостан
Богородское;833;33;x-xx-xx;5;Код Кировской области
Богородское;421;51;x-xx-xx;5;Код Хабаровского края
Боград;390;34;x-xx-xx;5;Код Республики Хакасия
Боготол;391;57;x-xx-xx;5;Код Красноярского края
Богатые Сабы;843;62;x-xx-xx;5;Код Республики Татарстан
Богучар;473;66;x-xx-xx;5;Код Воронежской области
Бодайбо;395;61;x-xx-xx;5;Код Иркутской области
Боковская;863;82;x-xx-xx;5;Код Ростовской области
Богучаны;391;62;x-xx-xx;5;Код Красноярского края
Бокситогорск;813;66;x-xx-xx;5;Код Ленинградской области
Бологое;482;38;x-xx-xx;5;Код Тверской области
Болхов;486;40;x-xx-xx;5;Код Орловской области
Болгар;843;47;x-xx-xx;5;Код Республики Татарстан
Большая Глушица;846;73;x-xx-xx;5;Код Самарской области
Большая Ижора;813;76;x-xx-xx;5;Код Ленинградской области
Большая Соснова;342;57;x-xx-xx;5;Код Пермского края
Большая Черниговка;846;72;x-xx-xx;5;Код Самарской области
Болотное;383;49;x-xx-xx;5;Код Новосибирской области
Большая Черениговка;846;72;x-xx-xx;5;Код Самарской области
Большевик;496;7;xx-xx-xx;6;Код Московской области
Большая Мурта;391;98;x-xx-xx;5;Код Красноярского края
Большая Мартыновка;863;95;x-xx-xx;5;Код Ростовской области
Большеречье;381;69;x-xx-xx;5;Код Омской области
Большая Атня;843;69;x-xx-xx;5;Код Республики Татарстан
Большие Березники;834;36;x-xx-xx;5;Код Республики Мордовия
Большие Уки;381;62;x-xx-xx;5;Код Омской области
Большое Игнатово;834;42;x-xx-xx;5;Код Республики Мордовия
Большое Болдино;831;38;x-xx-xx;5;Код Нижегородской области
Большое Мурашкино;831;67;x-xx-xx;5;Код Нижегородской области
Большое Село;485;42;x-xx-xx;5;Код Ярославской области
Большое Нагаткино;842;45;x-xx-xx;5;Код Ульяновской области
Большеустьикинское;347;70;x-xx-xx;5;Код Республики Башкортостан
Большие Кайбицы;843;70;x-xx-xx;5;Код Республики Татарстан
Большое Солдатское;471;36;x-xx-xx;5;Код Курской области
Большое Сорокино;345;50;x-xx-xx;5;Код Тюменской области
Большой Камень;423;35;x-xx-xx;5;Код Приморского края
Большой Улуй;391;59;x-xx-xx;5;Код Красноярского края
Большой Царын;847;47;x-xx-xx;5;Код Республики Калмыкия
Бердск;383;41;x-xx-xx;5;Код Новосибирской области
Бондари;475;34;x-xx-xx;5;Код Тамбовской области
Бор;831;59;x-xx-xx;5;Код Нижегородской области
Борзя;302;33;x-xx-xx;5;Код Забайкальского края
Борисоглебск;473;54;x-xx-xx;5;Код Воронежской области
Борисовка;472;46;x-xx-xx;5;Код Белгородской области
Борисоглебский;485;39;x-xx-xx;5;Код Ярославской области
Боровичи;816;64;x-xx-xx;5;Код Новгородской области
Боровково;;496;xxx-xx-xx;7;
Боровск;484;38;x-xx-xx;5;Код Калужской области
Борогонцы;411;61;x-xx-xx;5;Код Республики Саха (Якутия)
Борское;846;67;x-xx-xx;5;Код Самарской области
Бородино;391;68;x-xx-xx;5;Код Красноярского края
Ботлих;872;71;x-xx-xx;5;Код Республики Дагестан
Бреды;351;41;x-xx-xx;5;Код Челябинской области
Братск;395;3;xx-xx-xx;6;Код Иркутской области
Брейтово;485;45;x-xx-xx;5;Код Ярославской области
Бронницы;;496;xxx-xx-xx;7;
Брюховецкая;861;56;x-xx-xx;5;Код Краснодарского края
Брянск;;483;xxx-xx-xx;7;
Бугуруслан;353;52;x-xx-xx;5;Код Оренбургской области
Буденовск;865;59;x-xx-xx;5;Код Ставропольского края
Буденновск;865;59;x-xx-xx;5;Код Ставропольского края
Бугульма;855;94;x-xx-xx;5;Код Республики Татарстан
Бохан;395;38;x-xx-xx;5;Код Иркутской области
Бузулук;353;42;x-xx-xx;5;Код Оренбургской области
Буй;494;35;x-xx-xx;5;Код Костромской области
Буньково;;496;xxx-xx-xx;7;
Буйнакск;872;37;x-xx-xx;5;Код Республики Дагестан
Буздяк;347;73;x-xx-xx;5;Код Республики Башкортостан
Бурла;385;72;x-xx-xx;5;Код Алтайского края
Бураево;347;56;x-xx-xx;5;Код Республики Башкортостан
Бутурлино;831;72;x-xx-xx;5;Код Нижегородской области
Бутурлиновка;473;61;x-xx-xx;5;Код Воронежской области
Буинск;843;74;x-xx-xx;5;Код Республики Татарстан
Быково;844;95;x-xx-xx;5;Код Волгоградской области
Быково;496;7;xx-xx-xx;6;Код Московской области
Быстрый Исток;385;71;x-xx-xx;5;Код Алтайского края
Гавриловка-2я;475;51;x-xx-xx;5;Код Тамбовской области
Гаврилов Посад;493;55;x-xx-xx;5;Код Ивановской области
Гаврилов Ям;485;34;x-xx-xx;5;Код Ярославской области
Гагарин;481;35;x-xx-xx;5;Код Смоленской области
Гагино;831;95;x-xx-xx;5;Код Нижегородской области
Гаджиево;815;39;x-xx-xx;5;Код Мурманской области
Газимурский Завод;302;47;x-xx-xx;5;Код Забайкальского края
Гай;353;62;x-xx-xx;5;Код Оренбургской области
Гайны;342;45;x-xx-xx;5;Код Пермского края
Галич;494;37;x-xx-xx;5;Код Костромской области
Гари;343;87;x-xx-xx;5;Код Свердловской области
Гальбштадт;385;39;x-xx-xx;5;Код Алтайского края
Гатчина;813;71;x-xx-xx;5;Код Ленинградской области
Гвардейск;401;59;x-xx-xx;5;Код Калининградской области
Гдов;811;31;x-xx-xx;5;Код Псковской области
Геленджик;861;41;x-xx-xx;5;Код Краснодарского края
Георгиевское;494;47;x-xx-xx;5;Код Костромской области
Георгиевск;879;51;x-xx-xx;5;Код Ставропольского края
Гергебиль;872;55;x-xx-xx;5;Код Республики Дагестан
Гиагинская;877;79;x-xx-xx;5;Код Республики Адыгея
Гидроузел;496;31;x-xx-xx;5;Код Московской области
Глазуновка;486;75;x-xx-xx;5;Код Орловской области
